Id,SalePrice
1692,433899.80541503336
1693,331749.35643545794
1696,423593.7224530898
1709,340046.05910393514
1711,319811.9604315262
1717,210901.12985529753
1718,210901.12985529753
1721,277147.00979318004
1722,245628.24373592134
1725,340011.89579007926
1726,243119.28104015143
1730,173822.09062605567
1731,170998.04841973714
1733,184973.89984219437
1737,201936.79163382543
1746,230035.6781554366
1747,159459.25383866738
1748,143765.71019515477
1749,220998.89667736646
1760,189088.99466180394
1761,568169.4533359599
1762,354026.82303212804
1768,559511.4161374063
1769,242948.0559410627
1770,293091.3176472503
1776,212117.30234132562
1781,404337.8683993482
1785,252043.84775147255
1792,233131.07198013805
1798,285279.9645649989
1812,186825.07702481374
1814,209888.4509712392
1817,122201.47286515444
1818,151242.15322043066
1822,129973.14267361208
1823,126887.09540187143
1829,240378.18499922784
1838,203373.08386763695
1845,171405.1658137706
1851,208354.7393462301
1855,257800.32412851165
1856,163162.58910731046
1858,177741.40605210583
1865,216767.46664721856
1866,141280.91302480258
1867,165449.31328809442
1868,195544.30053626667
1876,142677.16336479844
1878,145800.5784030364
1879,151743.64184607266
1882,130725.12998035944
1883,135316.75998304875
1887,70547.17844611006
1895,160761.44100206275
1898,149760.13439470707
1904,92020.09317329801
1908,161612.73179510445
1917,127707.26585481103
1918,127028.83597922562
1920,130822.42973743728
1922,128476.91761912857
1923,156739.67273670397
1931,129052.26990483791
1935,124720.2853216595
1936,120157.49852810244
1939,122172.2816365428
1943,96069.7453647178
1944,119484.34255444015
1946,234652.17488629004
1952,78809.68680073672
1954,119917.3042616896
1958,137046.648824202
1964,129747.9789455808
1966,141544.99396355744
1969,74281.45066940368
1977,105709.60258189759
1980,80009.28769481962
1984,109451.29614933458
1985,87084.68991290993
1988,93720.57745227903
1989,108100.95192688184
1991,143188.6443766806
1992,119547.71647708943
1997,117217.92714960748
1999,185814.83361935528
2003,114862.88623622517
2005,97485.27199856224
2010,122962.30431245262
2012,131947.53355278604
2016,131719.22303622548
2017,122472.57808752956
2022,182638.49414671812
2023,164903.14266095686
2035,129512.1415952902
2036,182155.08959387458
2040,91725.69416852051
2042,171249.36016909935
2043,86624.22921716025
2055,123333.74424716001
2056,125776.34773298164
2059,123980.87007349881
2064,125988.57500896929
2066,189706.0996206621
2070,139365.64822196192
2071,85771.94118371524
2078,237522.22069954048
2080,158997.4636184709
2085,129512.45551656283
2089,91953.14805043687
2090,190821.81446236884
2092,236052.50828148675
2094,250266.26846219023
2095,213448.55113245465
2098,364293.1676689082
2099,277762.96709813166
2103,277762.96709813166
2120,147075.2282480494
2122,168821.19442843666
2123,150145.06817309538
2134,197085.46100985672
2135,122170.37533985297
2136,132049.45061806348
2143,122645.21876202358
2145,310371.09554156335
2146,282073.7450013815
2148,212171.2420262542
2155,290337.5363319658
2156,265066.5506087511
2157,132374.1804605921
2159,212847.4204001175
2161,180220.13348858425
2164,186081.9781898469
2165,179738.1549470054
2169,118622.37395569842
2171,110899.11741619502
2180,150321.26546126662
2184,117762.98416111246
2185,87214.03117619165
2188,84798.45226511736
2191,98536.71880391108
2192,97112.58967782985
2196,152358.87523994275
2198,132947.1303704686
2204,182347.3148823114
2210,223547.68576497253
2213,128479.820730532
2215,341250.7990120414
2219,306125.58665304945
2221,224931.32762366522
2224,222412.16265804
2228,154795.76193769046
2232,107861.58283431122
2239,105590.01953111478
2246,288454.049228056
2247,291107.42957794643
2249,134715.99699534744
2251,170331.03600277333
2254,130236.24409490575
2256,225309.67894968827
2259,209212.58483674002
2263,274713.7665552966
2266,221731.23552410686
2271,206800.53086488496
2274,185425.45718369415
2275,293820.04044141097
2280,143875.85456459707
2281,123986.02242259422
2291,97865.69949055254
2292,152045.5486909437
2295,171372.51592411383
2297,111128.5469465543
2299,128262.039514607
2302,119953.83603296665
2303,120305.87412588362
2304,131544.36165664432
2308,176119.12787939954
2312,252540.56245796935
2314,167458.85342372707
2315,190829.21395203832
2316,174027.94266565674
2320,246623.73464066186
2321,276803.08913391666
2322,226380.40642413427
2325,167561.73538176448
2336,409944.18541110324
2340,329796.5905406619
2341,330305.97656323184
2342,376000.7524614038
2345,227834.35496348812
2346,167993.42272156803
2347,150284.2535789747
2354,252617.61147190168
2357,186455.42028875882
2359,149150.80677629163
2360,136921.4378502468
2361,115717.97900516364
2362,114739.81706580473
2366,129674.7685073458
2367,92858.22482583842
2370,119566.24820175246
2373,93055.22258045677
2376,121500.37025160287
2378,148705.15139964
2382,300315.18745482387
2387,333089.27671019465
2392,347903.313237081
2395,340460.9934576687
2396,352377.45634128165
2397,291378.05286619003
2399,343704.43185834563
2401,406255.63611709594
2402,283019.04423855874
2407,228293.97318753763
2411,182620.3473005301
2414,176097.79547277157
2418,291997.8429206795
2419,181986.22479711066
2424,193952.28653815034
2427,168147.77511275982
2430,211268.24151665895
2439,217584.6078300922
2441,262375.5246545722
2442,246078.0898449365
2446,515833.94691372395
2447,399440.27566860814
2452,328299.2267011567
2457,339437.8318843255
2458,257500.28700467697
2462,388747.5554463995
2465,192368.43371498762
2467,195315.80750936974
2473,147820.7871101175
2478,199169.86909491094
2479,169791.46573262304
2482,164574.66068940086
2485,115717.37451214361
2488,133827.68942276284
2494,133506.0832069306
2500,298536.7749900642
2509,149462.2961902495
2512,173412.3172707364
2514,131673.43277296517
2515,180300.62718677582
2516,249778.5548511368
2518,169487.5887771124
2519,181679.41266931227
2520,150218.6668163721
2527,158693.74467171446
2532,130425.79899284708
2538,132490.45042594135
2539,144948.06167955862
2543,122902.02581045008
2551,140911.17936506777
2554,122895.57747270461
2555,117115.02533198884
2557,90372.90975256529
2561,134118.0860900894
2563,151258.6507191601
2564,147329.43560555117
2570,129206.92610407285
2571,332925.5856653018
2576,165746.71216814028
2582,136344.4457956336
2584,168769.21595270073
2587,112201.60788540781
2589,129605.47503677421
2591,224512.07148136565
2597,105239.639504004
2602,138445.93103332905
2605,157818.14890749546
2610,177685.3341769753
2611,151064.1335318367
2614,119612.48434550004
2616,186778.0824211825
2617,103154.99382596594
2620,132886.40176763939
2623,87539.55152229487
2631,146023.11210032227
2638,140950.96730650245
2639,107850.648386214
2645,117802.41608130059
2647,94379.01105068646
2648,114534.60164551027
2650,106024.35948402039
2652,120717.01468022133
2656,94168.81648342183
2658,164115.0293137112
2661,200981.81467410515
2665,159818.68076891842
2673,159692.1728993629
2678,99472.72887470377
2679,111125.05885763011
2680,79877.96238725088
2685,115216.03267378874
2695,113581.1942874301
2698,106209.01104767613
2700,199774.94910450187
2706,133340.8580411213
2708,143583.8827136006
2709,141493.04929125268
2711,131631.21446683927
2718,162360.25429972765
2719,163136.04861404857
2721,165776.9977892457
2725,155391.16837577772
2726,251423.86944539845
2732,227603.11170758487
2733,119354.9981044051
2739,144058.7102235679
2747,165836.31472279062
2751,250137.1740812588
2754,203194.07741023958
2755,244673.42008833232
2756,224676.78839400774
2758,204039.09301233053
2763,194168.41579238776
2764,226678.55109093073
2765,173927.24824092037
2766,163195.9815733517
2768,198941.5270944868
2781,235861.06118358095
2784,165168.00051809914
2785,124778.21803689211
2786,117438.65936837124
2796,248801.9017488315
2797,275156.558321992
2801,240227.84879146307
2805,256380.2315363706
2806,206877.485191425
2812,205276.35068760294
2817,105129.52671638841
2822,133981.98043022517
2825,247701.45005645772
2828,127859.98400075766
2831,182388.998738738
2843,133987.24796300346
2845,95888.09801226956
2847,154098.2142968557
2855,202510.89916594094
2856,135290.31250480315
2859,181101.21204847767
2865,231970.16494439333
2867,196068.52891442922
2869,204752.31555952466
2870,208174.75328096503
2874,122759.7153115102
2876,69519.3198051605
2889,145400.24437234647
2892,282751.39745644527
2895,265810.9683638325
2898,286756.66684340045
2901,305086.7535970034
2902,324682.1397338263
2908,146337.09216891433
2909,99593.55317894713
2916,147201.98557710185
2917,74185.38604162239
2919,94923.37245299584
2921,95727.88964077135
2922,197526.64234671346
2925,146386.7855668307
2928,130119.64858023686
